ORDER_ID,CUSTOMER_ID,CUSTOMER_NAME,MARKET_SEGMENT,NATION_ID,PRODUCT_ID,PRODUCT_NAME,MANUFACTURER,PRODUCT_TYPE,PRODUCT_SIZE,QUANTITY,GROSS_REVENUE,DISCOUNT_RATE,TAX_RATE,NET_REVENUE,DISCOUNT_AMOUNT,ORDER_DATE,ORDER_MONTH,ORDER_QUARTER,ORDER_YEAR,ORDER_STATUS,SHIP_MODE,PROMOTION_TIER
4383718,29218,Customer#000029218,AUTOMOBILE,14,199430,green aquamarine medium sienna orchid,Manufacturer#4,SMALL BRUSHED BRASS,50,18.00,27529.74,0.00,0.02,27529.74,0.00,1995-07-30,1995-07-01,1995-07-01,1995,O,MAIL,No Promotion
4383718,29218,Customer#000029218,AUTOMOBILE,14,19347,lemon forest cornsilk puff cyan,Manufacturer#1,SMALL PLATED STEEL,27,17.00,21527.78,0.06,0.05,20236.11,1291.67,1995-07-30,1995-07-01,1995-07-01,1995,O,RAIL,Medium Discount
4383719,91754,Customer#000091754,HOUSEHOLD,15,173215,almond pink white cornsilk spring,Manufacturer#3,ECONOMY PLATED BRASS,21,30.00,38646.30,0.06,0.02,36327.52,2318.78,1995-09-01,1995-09-01,1995-07-01,1995,O,TRUCK,Medium Discount
4383744,103975,Customer#000103975,MACHINERY,0,40367,deep firebrick moccasin saddle seashell,Manufacturer#1,STANDARD ANODIZED NICKEL,32,12.00,15688.32,0.06,0.07,14747.02,941.30,1997-05-08,1997-05-01,1997-04-01,1997,O,REG AIR,Medium Discount
4383744,103975,Customer#000103975,MACHINERY,0,39171,rosy sky orchid snow cream,Manufacturer#5,PROMO PLATED NICKEL,30,7.00,7771.19,0.01,0.01,7693.48,77.71,1997-05-08,1997-05-01,1997-04-01,1997,O,RAIL,Low Discount
4383744,103975,Customer#000103975,MACHINERY,0,137069,royal navy sandy seashell indian,Manufacturer#5,PROMO BURNISHED TIN,11,46.00,50878.76,0.00,0.07,50878.76,0.00,1997-05-08,1997-05-01,1997-04-01,1997,O,RAIL,No Promotion
4383744,103975,Customer#000103975,MACHINERY,0,118076,green violet firebrick aquamarine tan,Manufacturer#3,SMALL PLATED TIN,50,43.00,47045.01,0.06,0.00,44222.31,2822.70,1997-05-08,1997-05-01,1997-04-01,1997,O,FOB,Medium Discount
4383744,103975,Customer#000103975,MACHINERY,0,96449,floral pink chocolate rose red,Manufacturer#1,STANDARD ANODIZED NICKEL,28,26.00,37581.44,0.04,0.07,36078.18,1503.26,1997-05-08,1997-05-01,1997-04-01,1997,O,FOB,Low Discount
4383744,103975,Customer#000103975,MACHINERY,0,13023,cornflower gainsboro lime floral khaki,Manufacturer#4,PROMO BURNISHED STEEL,40,8.00,7488.16,0.06,0.04,7038.87,449.29,1997-05-08,1997-05-01,1997-04-01,1997,O,MAIL,Medium Discount
4383745,143213,Customer#000143213,FURNITURE,16,177763,lace cornflower dim royal mint,Manufacturer#4,LARGE PLATED STEEL,4,41.00,75471.16,0.07,0.01,70188.18,5282.98,1993-05-13,1993-05-01,1993-04-01,1993,F,REG AIR,Medium Discount
4383745,143213,Customer#000143213,FURNITURE,16,48205,magenta frosted grey red navajo,Manufacturer#2,MEDIUM POLISHED TIN,10,39.00,44974.80,0.03,0.08,43625.56,1349.24,1993-05-13,1993-05-01,1993-04-01,1993,F,TRUCK,Low Discount
4383745,143213,Customer#000143213,FURNITURE,16,177374,pink slate beige powder puff,Manufacturer#2,ECONOMY BURNISHED BRASS,16,9.00,13062.33,0.07,0.06,12147.97,914.36,1993-05-13,1993-05-01,1993-04-01,1993,F,RAIL,Medium Discount
4383745,143213,Customer#000143213,FURNITURE,16,109455,midnight burnished red green slate,Manufacturer#5,STANDARD BRUSHED BRASS,9,32.00,46862.40,0.07,0.04,43582.03,3280.37,1993-05-13,1993-05-01,1993-04-01,1993,F,REG AIR,Medium Discount
4383745,143213,Customer#000143213,FURNITURE,16,7057,pale chartreuse maroon gainsboro metallic,Manufacturer#5,LARGE POLISHED NICKEL,20,3.00,2892.15,0.04,0.06,2776.46,115.69,1993-05-13,1993-05-01,1993-04-01,1993,F,MAIL,Low Discount
4383746,70990,Customer#000070990,BUILDING,12,126147,purple hot saddle red sandy,Manufacturer#5,SMALL POLISHED NICKEL,5,5.00,5865.70,0.08,0.01,5396.44,469.26,1997-07-06,1997-07-01,1997-07-01,1997,O,TRUCK,High Discount
4383746,70990,Customer#000070990,BUILDING,12,142194,cream sienna peach dodger cornflower,Manufacturer#5,STANDARD ANODIZED TIN,16,46.00,56864.74,0.02,0.02,55727.45,1137.29,1997-07-06,1997-07-01,1997-07-01,1997,O,SHIP,Low Discount
4383746,70990,Customer#000070990,BUILDING,12,40735,moccasin lawn royal pink cream,Manufacturer#5,LARGE BRUSHED NICKEL,17,1.00,1675.73,0.03,0.07,1625.46,50.27,1997-07-06,1997-07-01,1997-07-01,1997,O,RAIL,Low Discount
4383746,70990,Customer#000070990,BUILDING,12,20912,chartreuse lime ivory maroon sky,Manufacturer#5,MEDIUM ANODIZED BRASS,40,37.00,67817.67,0.08,0.07,62392.26,5425.41,1997-07-06,1997-07-01,1997-07-01,1997,O,SHIP,High Discount
4383746,70990,Customer#000070990,BUILDING,12,53335,cyan puff olive ghost rosy,Manufacturer#1,PROMO BURNISHED STEEL,21,34.00,43803.22,0.04,0.04,42051.09,1752.13,1997-07-06,1997-07-01,1997-07-01,1997,O,FOB,Low Discount
4383747,1877,Customer#000001877,MACHINERY,23,62825,lawn almond pale slate ivory,Manufacturer#2,STANDARD ANODIZED COPPER,9,39.00,69724.98,0.01,0.04,69027.73,697.25,1994-05-08,1994-05-01,1994-04-01,1994,F,REG AIR,Low Discount
4383747,1877,Customer#000001877,MACHINERY,23,96559,slate navajo ivory pale rosy,Manufacturer#5,PROMO PLATED COPPER,22,3.00,4666.65,0.10,0.01,4199.99,466.67,1994-05-08,1994-05-01,1994-04-01,1994,F,TRUCK,High Discount
4383747,1877,Customer#000001877,MACHINERY,23,66553,cornsilk blush midnight sienna white,Manufacturer#4,SMALL BRUSHED STEEL,48,23.00,34949.65,0.09,0.08,31804.18,3145.47,1994-05-08,1994-05-01,1994-04-01,1994,F,MAIL,High Discount
4383747,1877,Customer#000001877,MACHINERY,23,140790,plum brown lemon orchid forest,Manufacturer#4,STANDARD ANODIZED TIN,9,22.00,40277.38,0.02,0.08,39471.83,805.55,1994-05-08,1994-05-01,1994-04-01,1994,F,SHIP,Low Discount
4383747,1877,Customer#000001877,MACHINERY,23,44066,chocolate black cream pink chiffon,Manufacturer#3,STANDARD POLISHED COPPER,6,22.00,22221.32,0.09,0.01,20221.40,1999.92,1994-05-08,1994-05-01,1994-04-01,1994,F,TRUCK,High Discount
4383747,1877,Customer#000001877,MACHINERY,23,1059,orange ghost firebrick peru cornsilk,Manufacturer#4,MEDIUM ANODIZED TIN,40,18.00,17280.90,0.09,0.05,15725.62,1555.28,1994-05-08,1994-05-01,1994-04-01,1994,F,REG AIR,High Discount
4383747,1877,Customer#000001877,MACHINERY,23,188084,azure tomato dark slate navajo,Manufacturer#1,MEDIUM ANODIZED STEEL,35,18.00,21097.44,0.07,0.03,19620.62,1476.82,1994-05-08,1994-05-01,1994-04-01,1994,F,TRUCK,Medium Discount
4383748,46345,Customer#000046345,BUILDING,1,120096,ivory lawn cyan medium cornsilk,Manufacturer#5,PROMO BRUSHED COPPER,25,35.00,39063.15,0.08,0.03,35938.10,3125.05,1997-09-06,1997-09-01,1997-07-01,1997,O,TRUCK,High Discount
4383749,118733,Customer#000118733,MACHINERY,13,107183,cream violet chartreuse puff drab,Manufacturer#2,STANDARD POLISHED STEEL,28,48.00,57128.64,0.10,0.00,51415.78,5712.86,1993-05-17,1993-05-01,1993-04-01,1993,F,RAIL,High Discount
4383749,118733,Customer#000118733,MACHINERY,13,14672,seashell tan white ivory dim,Manufacturer#1,LARGE PLATED BRASS,5,1.00,1586.67,0.03,0.05,1539.07,47.60,1993-05-17,1993-05-01,1993-04-01,1993,F,TRUCK,Low Discount
4383749,118733,Customer#000118733,MACHINERY,13,185102,violet honeydew lace metallic misty,Manufacturer#2,STANDARD POLISHED TIN,2,1.00,1187.10,0.09,0.06,1080.26,106.84,1993-05-17,1993-05-01,1993-04-01,1993,F,SHIP,High Discount
4383749,118733,Customer#000118733,MACHINERY,13,3208,blue black navajo lawn grey,Manufacturer#4,SMALL POLISHED COPPER,19,39.00,43336.80,0.00,0.08,43336.80,0.00,1993-05-17,1993-05-01,1993-04-01,1993,F,AIR,No Promotion
4383749,118733,Customer#000118733,MACHINERY,13,111065,linen antique peach white chocolate,Manufacturer#5,LARGE BURNISHED BRASS,30,50.00,53803.00,0.04,0.03,51650.88,2152.12,1993-05-17,1993-05-01,1993-04-01,1993,F,FOB,Low Discount
4383750,88199,Customer#000088199,AUTOMOBILE,16,81480,rosy coral thistle magenta frosted,Manufacturer#2,ECONOMY BURNISHED STEEL,46,5.00,7307.40,0.07,0.07,6795.88,511.52,1996-08-14,1996-08-01,1996-07-01,1996,O,TRUCK,Medium Discount
4383750,88199,Customer#000088199,AUTOMOBILE,16,31877,blush magenta rosy green pink,Manufacturer#2,ECONOMY ANODIZED NICKEL,41,20.00,36177.40,0.07,0.08,33644.98,2532.42,1996-08-14,1996-08-01,1996-07-01,1996,O,REG AIR,Medium Discount
4383751,50548,Customer#000050548,MACHINERY,9,155156,cornsilk papaya cream gainsboro metallic,Manufacturer#3,PROMO BURNISHED TIN,5,15.00,18167.25,0.06,0.03,17077.22,1090.04,1994-11-18,1994-11-01,1994-10-01,1994,F,SHIP,Medium Discount
4383751,50548,Customer#000050548,MACHINERY,9,96590,tomato khaki slate olive red,Manufacturer#1,MEDIUM POLISHED STEEL,23,31.00,49184.29,0.07,0.02,45741.39,3442.90,1994-11-18,1994-11-01,1994-10-01,1994,F,REG AIR,Medium Discount
4383751,50548,Customer#000050548,MACHINERY,9,186191,cream pale floral linen powder,Manufacturer#4,PROMO BURNISHED NICKEL,17,26.00,33206.94,0.09,0.03,30218.32,2988.62,1994-11-18,1994-11-01,1994-10-01,1994,F,MAIL,High Discount
4383751,50548,Customer#000050548,MACHINERY,9,97464,almond powder slate brown frosted,Manufacturer#4,LARGE ANODIZED COPPER,47,25.00,36536.50,0.06,0.03,34344.31,2192.19,1994-11-18,1994-11-01,1994-10-01,1994,F,AIR,Medium Discount
4383776,83893,Customer#000083893,BUILDING,8,90440,turquoise royal navajo blue lace,Manufacturer#2,LARGE POLISHED STEEL,32,31.00,44343.64,0.01,0.07,43900.20,443.44,1997-07-14,1997-07-01,1997-07-01,1997,O,SHIP,Low Discount
4383777,131764,Customer#000131764,HOUSEHOLD,11,116110,black dark antique cream yellow,Manufacturer#2,STANDARD ANODIZED TIN,13,18.00,20269.98,0.10,0.04,18242.98,2027.00,1993-08-08,1993-08-01,1993-07-01,1993,F,FOB,High Discount
4383777,131764,Customer#000131764,HOUSEHOLD,11,57608,black rosy sienna metallic rose,Manufacturer#1,STANDARD BRUSHED NICKEL,8,29.00,45402.40,0.01,0.06,44948.38,454.02,1993-08-08,1993-08-01,1993-07-01,1993,F,TRUCK,Low Discount
4383778,81137,Customer#000081137,BUILDING,15,125314,almond drab tan medium orange,Manufacturer#2,SMALL ANODIZED BRASS,36,23.00,30804.13,0.05,0.07,29263.92,1540.21,1992-01-24,1992-01-01,1992-01-01,1992,F,AIR,Medium Discount
4383778,81137,Customer#000081137,BUILDING,15,147140,orange rose purple goldenrod plum,Manufacturer#5,ECONOMY POLISHED NICKEL,19,8.00,9497.12,0.05,0.01,9022.26,474.86,1992-01-24,1992-01-01,1992-01-01,1992,F,REG AIR,Medium Discount
4383778,81137,Customer#000081137,BUILDING,15,167664,chiffon rose sienna magenta medium,Manufacturer#1,SMALL ANODIZED STEEL,28,34.00,58876.44,0.06,0.01,55343.85,3532.59,1992-01-24,1992-01-01,1992-01-01,1992,F,FOB,Medium Discount
4383778,81137,Customer#000081137,BUILDING,15,126363,antique lawn spring papaya plum,Manufacturer#1,LARGE ANODIZED COPPER,10,20.00,27787.20,0.09,0.03,25286.35,2500.85,1992-01-24,1992-01-01,1992-01-01,1992,F,SHIP,High Discount
4383778,81137,Customer#000081137,BUILDING,15,173170,burlywood steel azure linen honeydew,Manufacturer#2,ECONOMY BRUSHED COPPER,16,40.00,49726.80,0.06,0.06,46743.19,2983.61,1992-01-24,1992-01-01,1992-01-01,1992,F,SHIP,Medium Discount
4383779,13489,Customer#000013489,HOUSEHOLD,1,37650,hot honeydew seashell cornflower midnight,Manufacturer#1,SMALL PLATED BRASS,22,44.00,69856.60,0.10,0.02,62870.94,6985.66,1994-09-08,1994-09-01,1994-07-01,1994,F,MAIL,High Discount
4383779,13489,Customer#000013489,HOUSEHOLD,1,169227,moccasin turquoise lavender goldenrod lace,Manufacturer#2,STANDARD PLATED BRASS,34,15.00,19443.30,0.09,0.02,17693.40,1749.90,1994-09-08,1994-09-01,1994-07-01,1994,F,REG AIR,High Discount
4383779,13489,Customer#000013489,HOUSEHOLD,1,196288,yellow chiffon rosy blush violet,Manufacturer#5,PROMO POLISHED STEEL,41,32.00,44296.96,0.02,0.02,43411.02,885.94,1994-09-08,1994-09-01,1994-07-01,1994,F,FOB,Low Discount
4383779,13489,Customer#000013489,HOUSEHOLD,1,7934,royal tan thistle sky saddle,Manufacturer#2,PROMO BRUSHED TIN,35,12.00,22103.16,0.00,0.08,22103.16,0.00,1994-09-08,1994-09-01,1994-07-01,1994,F,SHIP,No Promotion
4383780,55216,Customer#000055216,FURNITURE,13,134799,orchid pink grey purple magenta,Manufacturer#4,PROMO BRUSHED BRASS,29,38.00,69684.02,0.00,0.03,69684.02,0.00,1992-10-28,1992-10-01,1992-10-01,1992,F,FOB,No Promotion
4383780,55216,Customer#000055216,FURNITURE,13,159899,blush lace tan tomato pink,Manufacturer#2,PROMO ANODIZED TIN,47,44.00,86191.16,0.08,0.08,79295.87,6895.29,1992-10-28,1992-10-01,1992-10-01,1992,F,FOB,High Discount
4383781,112942,Customer#000112942,BUILDING,10,60551,blanched cornflower chartreuse brown tan,Manufacturer#2,MEDIUM BURNISHED TIN,31,32.00,48369.60,0.07,0.00,44983.73,3385.87,1995-06-22,1995-06-01,1995-04-01,1995,O,TRUCK,Medium Discount
4383781,112942,Customer#000112942,BUILDING,10,69902,antique pink khaki mint thistle,Manufacturer#4,MEDIUM BURNISHED STEEL,29,12.00,22462.80,0.01,0.05,22238.17,224.63,1995-06-22,1995-06-01,1995-04-01,1995,O,SHIP,Low Discount
4383781,112942,Customer#000112942,BUILDING,10,28568,papaya aquamarine chiffon coral red,Manufacturer#5,MEDIUM PLATED COPPER,41,50.00,74828.00,0.07,0.04,69590.04,5237.96,1995-06-22,1995-06-01,1995-04-01,1995,O,AIR,Medium Discount
4383782,92473,Customer#000092473,AUTOMOBILE,0,162882,bisque rose rosy plum red,Manufacturer#4,MEDIUM PLATED NICKEL,35,48.00,93354.24,0.06,0.02,87752.99,5601.25,1997-11-08,1997-11-01,1997-10-01,1997,O,RAIL,Medium Discount
4383782,92473,Customer#000092473,AUTOMOBILE,0,143551,purple aquamarine slate powder burnished,Manufacturer#2,STANDARD POLISHED TIN,48,41.00,65376.55,0.08,0.06,60146.43,5230.12,1997-11-08,1997-11-01,1997-10-01,1997,O,SHIP,High Discount
4383782,92473,Customer#000092473,AUTOMOBILE,0,52072,indian white papaya blanched forest,Manufacturer#4,PROMO POLISHED COPPER,3,43.00,44035.01,0.00,0.05,44035.01,0.00,1997-11-08,1997-11-01,1997-10-01,1997,O,FOB,No Promotion
4383782,92473,Customer#000092473,AUTOMOBILE,0,160336,puff snow cornflower coral rosy,Manufacturer#4,ECONOMY ANODIZED BRASS,17,9.00,12566.97,0.05,0.00,11938.62,628.35,1997-11-08,1997-11-01,1997-10-01,1997,O,MAIL,Medium Discount
4383783,30277,Customer#000030277,FURNITURE,5,123363,chiffon maroon frosted indian orange,Manufacturer#5,MEDIUM POLISHED STEEL,49,30.00,41590.80,0.00,0.01,41590.80,0.00,1995-05-30,1995-05-01,1995-04-01,1995,O,REG AIR,No Promotion
4383783,30277,Customer#000030277,FURNITURE,5,148005,peach rose salmon violet purple,Manufacturer#2,SMALL BRUSHED NICKEL,8,13.00,13689.00,0.04,0.00,13141.44,547.56,1995-05-30,1995-05-01,1995-04-01,1995,O,RAIL,Low Discount
4383783,30277,Customer#000030277,FURNITURE,5,107147,seashell ghost antique orchid dodger,Manufacturer#4,ECONOMY BURNISHED STEEL,5,33.00,38086.62,0.08,0.01,35039.69,3046.93,1995-05-30,1995-05-01,1995-04-01,1995,O,MAIL,High Discount
4383783,30277,Customer#000030277,FURNITURE,5,15205,lemon rosy puff maroon violet,Manufacturer#2,STANDARD POLISHED NICKEL,34,3.00,3360.60,0.07,0.06,3125.36,235.24,1995-05-30,1995-05-01,1995-04-01,1995,O,SHIP,Medium Discount
4383783,30277,Customer#000030277,FURNITURE,5,142989,burlywood goldenrod lace violet tan,Manufacturer#3,MEDIUM BURNISHED BRASS,25,24.00,48767.52,0.10,0.08,43890.77,4876.75,1995-05-30,1995-05-01,1995-04-01,1995,O,AIR,High Discount
4383783,30277,Customer#000030277,FURNITURE,5,9070,green rosy misty plum grey,Manufacturer#3,PROMO BRUSHED COPPER,28,1.00,979.07,0.05,0.06,930.12,48.95,1995-05-30,1995-05-01,1995-04-01,1995,O,FOB,Medium Discount
4383783,30277,Customer#000030277,FURNITURE,5,37291,khaki plum blue moccasin peru,Manufacturer#2,SMALL POLISHED COPPER,11,32.00,39305.28,0.02,0.07,38519.17,786.11,1995-05-30,1995-05-01,1995-04-01,1995,O,AIR,Low Discount
4383808,47876,Customer#000047876,BUILDING,1,136014,deep black cornsilk yellow frosted,Manufacturer#3,SMALL POLISHED BRASS,9,23.00,24150.23,0.01,0.06,23908.73,241.50,1994-11-25,1994-11-01,1994-10-01,1994,F,TRUCK,Low Discount
4383808,47876,Customer#000047876,BUILDING,1,177859,blush lace antique bisque lime,Manufacturer#3,ECONOMY BRUSHED COPPER,28,17.00,32926.45,0.04,0.08,31609.39,1317.06,1994-11-25,1994-11-01,1994-10-01,1994,F,SHIP,Low Discount
4383809,48941,Customer#000048941,FURNITURE,6,26138,thistle deep blush lace sandy,Manufacturer#3,MEDIUM BURNISHED COPPER,20,39.00,41501.07,0.03,0.04,40256.04,1245.03,1995-12-19,1995-12-01,1995-10-01,1995,O,AIR,Low Discount
4383809,48941,Customer#000048941,FURNITURE,6,98750,brown chartreuse snow yellow floral,Manufacturer#1,MEDIUM ANODIZED STEEL,8,40.00,69950.00,0.07,0.06,65053.50,4896.50,1995-12-19,1995-12-01,1995-10-01,1995,O,REG AIR,Medium Discount
4383809,48941,Customer#000048941,FURNITURE,6,76692,orange snow goldenrod mint blue,Manufacturer#4,LARGE BURNISHED COPPER,29,48.00,80097.12,0.05,0.03,76092.26,4004.86,1995-12-19,1995-12-01,1995-10-01,1995,O,FOB,Medium Discount
4383810,99517,Customer#000099517,MACHINERY,8,14986,green snow dark turquoise chiffon,Manufacturer#3,STANDARD BURNISHED STEEL,32,29.00,55128.42,0.05,0.03,52372.00,2756.42,1995-12-30,1995-12-01,1995-10-01,1995,O,FOB,Medium Discount
4383810,99517,Customer#000099517,MACHINERY,8,60369,papaya beige indian azure black,Manufacturer#3,ECONOMY ANODIZED BRASS,24,7.00,9305.52,0.01,0.05,9212.46,93.06,1995-12-30,1995-12-01,1995-10-01,1995,O,FOB,Low Discount
4383810,99517,Customer#000099517,MACHINERY,8,18237,lavender aquamarine lawn green goldenrod,Manufacturer#2,STANDARD POLISHED COPPER,48,20.00,23104.60,0.06,0.05,21718.32,1386.28,1995-12-30,1995-12-01,1995-10-01,1995,O,AIR,Medium Discount
4383811,64856,Customer#000064856,FURNITURE,9,72083,linen saddle turquoise papaya frosted,Manufacturer#2,PROMO PLATED TIN,8,1.00,1055.08,0.06,0.02,991.78,63.30,1996-12-25,1996-12-01,1996-10-01,1996,O,REG AIR,Medium Discount
4383812,131771,Customer#000131771,AUTOMOBILE,2,198997,deep mint violet almond dodger,Manufacturer#2,LARGE BRUSHED TIN,3,29.00,60783.71,0.05,0.08,57744.52,3039.19,1993-06-28,1993-06-01,1993-04-01,1993,F,AIR,Medium Discount
4383813,67688,Customer#000067688,BUILDING,11,58564,sky smoke royal slate forest,Manufacturer#1,SMALL BURNISHED STEEL,36,40.00,60902.40,0.08,0.06,56030.21,4872.19,1996-02-18,1996-02-01,1996-01-01,1996,O,RAIL,High Discount
4383813,67688,Customer#000067688,BUILDING,11,70865,saddle gainsboro grey white drab,Manufacturer#5,LARGE BURNISHED NICKEL,45,14.00,25702.04,0.00,0.08,25702.04,0.00,1996-02-18,1996-02-01,1996-01-01,1996,O,REG AIR,No Promotion
4383813,67688,Customer#000067688,BUILDING,11,12437,orange dark purple deep lemon,Manufacturer#5,SMALL POLISHED TIN,12,5.00,6747.15,0.10,0.07,6072.44,674.72,1996-02-18,1996-02-01,1996-01-01,1996,O,TRUCK,High Discount
4383814,25625,Customer#000025625,MACHINERY,7,25551,lavender maroon gainsboro lime rose,Manufacturer#3,ECONOMY PLATED COPPER,33,35.00,51679.25,0.06,0.07,48578.50,3100.76,1994-07-12,1994-07-01,1994-07-01,1994,F,MAIL,Medium Discount
4383814,25625,Customer#000025625,MACHINERY,7,21224,floral olive green cornflower rose,Manufacturer#2,ECONOMY POLISHED BRASS,24,2.00,2290.44,0.05,0.06,2175.92,114.52,1994-07-12,1994-07-01,1994-07-01,1994,F,AIR,Medium Discount
4383814,25625,Customer#000025625,MACHINERY,7,96727,coral chiffon misty gainsboro magenta,Manufacturer#3,ECONOMY BURNISHED BRASS,11,37.00,63777.64,0.01,0.04,63139.86,637.78,1994-07-12,1994-07-01,1994-07-01,1994,F,FOB,Low Discount
4383814,25625,Customer#000025625,MACHINERY,7,79154,red khaki peru navajo orange,Manufacturer#1,PROMO BURNISHED TIN,1,7.00,7932.05,0.07,0.06,7376.81,555.24,1994-07-12,1994-07-01,1994-07-01,1994,F,FOB,Medium Discount
4383814,25625,Customer#000025625,MACHINERY,7,133404,sienna khaki honeydew deep snow,Manufacturer#3,SMALL ANODIZED COPPER,50,50.00,71870.00,0.03,0.00,69713.90,2156.10,1994-07-12,1994-07-01,1994-07-01,1994,F,REG AIR,Low Discount
4383814,25625,Customer#000025625,MACHINERY,7,106729,medium antique bisque blue almond,Manufacturer#2,ECONOMY BURNISHED BRASS,13,11.00,19092.92,0.10,0.06,17183.63,1909.29,1994-07-12,1994-07-01,1994-07-01,1994,F,RAIL,High Discount
4383815,16856,Customer#000016856,MACHINERY,19,14029,forest bisque azure ghost indian,Manufacturer#5,ECONOMY ANODIZED STEEL,3,42.00,39606.84,0.01,0.01,39210.77,396.07,1994-12-24,1994-12-01,1994-10-01,1994,F,REG AIR,Low Discount
4383815,16856,Customer#000016856,MACHINERY,19,177683,light lavender tomato magenta pale,Manufacturer#3,SMALL PLATED TIN,50,34.00,59863.12,0.04,0.04,57468.60,2394.52,1994-12-24,1994-12-01,1994-10-01,1994,F,TRUCK,Low Discount
4383815,16856,Customer#000016856,MACHINERY,19,108329,blanched red ivory antique blush,Manufacturer#1,MEDIUM BURNISHED BRASS,37,45.00,60179.40,0.00,0.03,60179.40,0.00,1994-12-24,1994-12-01,1994-10-01,1994,F,REG AIR,No Promotion
4383815,16856,Customer#000016856,MACHINERY,19,81736,dodger medium lawn navajo snow,Manufacturer#1,LARGE ANODIZED NICKEL,41,31.00,53249.63,0.07,0.00,49522.16,3727.47,1994-12-24,1994-12-01,1994-10-01,1994,F,REG AIR,Medium Discount
4383815,16856,Customer#000016856,MACHINERY,19,127174,smoke forest firebrick peru lawn,Manufacturer#2,STANDARD BRUSHED STEEL,35,18.00,21621.06,0.06,0.04,20323.80,1297.26,1994-12-24,1994-12-01,1994-10-01,1994,F,FOB,Medium Discount
4383815,16856,Customer#000016856,MACHINERY,19,12741,plum steel pink cornflower ivory,Manufacturer#1,ECONOMY BRUSHED COPPER,32,7.00,11576.18,0.05,0.03,10997.37,578.81,1994-12-24,1994-12-01,1994-10-01,1994,F,TRUCK,Medium Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,6026,coral blush honeydew rose dark,Manufacturer#5,STANDARD BRUSHED STEEL,10,16.00,14912.32,0.02,0.03,14614.07,298.25,1996-05-06,1996-05-01,1996-04-01,1996,O,RAIL,Low Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,78442,cyan purple navy orchid blue,Manufacturer#2,MEDIUM PLATED BRASS,2,17.00,24147.48,0.03,0.03,23423.06,724.42,1996-05-06,1996-05-01,1996-04-01,1996,O,SHIP,Low Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,166893,spring magenta drab lace medium,Manufacturer#4,STANDARD PLATED TIN,20,50.00,97994.50,0.02,0.07,96034.61,1959.89,1996-05-06,1996-05-01,1996-04-01,1996,O,TRUCK,Low Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,160196,lemon azure purple beige sandy,Manufacturer#1,STANDARD BRUSHED BRASS,35,14.00,17586.66,0.07,0.07,16355.59,1231.07,1996-05-06,1996-05-01,1996-04-01,1996,O,RAIL,Medium Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,10188,red forest dim burnished blue,Manufacturer#1,MEDIUM POLISHED COPPER,45,26.00,28552.68,0.02,0.06,27981.63,571.05,1996-05-06,1996-05-01,1996-04-01,1996,O,TRUCK,Low Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,20968,purple light red gainsboro snow,Manufacturer#2,MEDIUM BRUSHED COPPER,15,15.00,28334.40,0.07,0.08,26350.99,1983.41,1996-05-06,1996-05-01,1996-04-01,1996,O,MAIL,Medium Discount
4383840,84050,Customer#000084050,HOUSEHOLD,0,4447,purple blanched aquamarine peach moccasin,Manufacturer#2,LARGE POLISHED COPPER,12,40.00,54057.60,0.02,0.04,52976.45,1081.15,1996-05-06,1996-05-01,1996-04-01,1996,O,FOB,Low Discount
4383841,75487,Customer#000075487,FURNITURE,12,131393,sky dark turquoise midnight chartreuse,Manufacturer#5,ECONOMY BRUSHED BRASS,28,46.00,65521.94,0.05,0.00,62245.84,3276.10,1996-09-28,1996-09-01,1996-07-01,1996,O,SHIP,Medium Discount
4383841,75487,Customer#000075487,FURNITURE,12,110589,blush ghost lawn seashell maroon,Manufacturer#3,MEDIUM BURNISHED NICKEL,8,11.00,17595.38,0.04,0.02,16891.56,703.82,1996-09-28,1996-09-01,1996-07-01,1996,O,TRUCK,Low Discount
4383841,75487,Customer#000075487,FURNITURE,12,53948,maroon burlywood navajo slate grey,Manufacturer#5,MEDIUM BURNISHED COPPER,24,41.00,77979.54,0.07,0.02,72520.97,5458.57,1996-09-28,1996-09-01,1996-07-01,1996,O,FOB,Medium Discount
4383841,75487,Customer#000075487,FURNITURE,12,87514,medium black white beige cornsilk,Manufacturer#1,PROMO ANODIZED STEEL,31,29.00,43543.79,0.10,0.02,39189.41,4354.38,1996-09-28,1996-09-01,1996-07-01,1996,O,AIR,High Discount
4383841,75487,Customer#000075487,FURNITURE,12,32006,floral tomato olive cream coral,Manufacturer#3,MEDIUM POLISHED STEEL,18,8.00,7504.00,0.10,0.06,6753.60,750.40,1996-09-28,1996-09-01,1996-07-01,1996,O,FOB,High Discount
4383841,75487,Customer#000075487,FURNITURE,12,113047,dodger blue burlywood hot chartreuse,Manufacturer#1,STANDARD PLATED TIN,46,18.00,19080.72,0.01,0.07,18889.91,190.81,1996-09-28,1996-09-01,1996-07-01,1996,O,AIR,Low Discount
