ORDER_DATE,YEAR,QUARTER,MONTH,MONTH_NAME,DAY,MONTH_START,QUARTER_START,QUARTER_LABEL
1996-04-18,1996,2,4,Apr,18,1996-04-01,1996-04-01,Q2
1996-04-19,1996,2,4,Apr,19,1996-04-01,1996-04-01,Q2
1996-04-20,1996,2,4,Apr,20,1996-04-01,1996-04-01,Q2
1996-04-21,1996,2,4,Apr,21,1996-04-01,1996-04-01,Q2
1996-04-22,1996,2,4,Apr,22,1996-04-01,1996-04-01,Q2
1996-04-23,1996,2,4,Apr,23,1996-04-01,1996-04-01,Q2
1996-04-24,1996,2,4,Apr,24,1996-04-01,1996-04-01,Q2
1996-04-25,1996,2,4,Apr,25,1996-04-01,1996-04-01,Q2
1996-04-26,1996,2,4,Apr,26,1996-04-01,1996-04-01,Q2
1996-04-27,1996,2,4,Apr,27,1996-04-01,1996-04-01,Q2
1996-04-28,1996,2,4,Apr,28,1996-04-01,1996-04-01,Q2
1996-04-29,1996,2,4,Apr,29,1996-04-01,1996-04-01,Q2
1996-04-30,1996,2,4,Apr,30,1996-04-01,1996-04-01,Q2
1996-05-01,1996,2,5,May,1,1996-05-01,1996-04-01,Q2
1996-05-02,1996,2,5,May,2,1996-05-01,1996-04-01,Q2
1996-05-03,1996,2,5,May,3,1996-05-01,1996-04-01,Q2
1996-05-04,1996,2,5,May,4,1996-05-01,1996-04-01,Q2
1996-05-05,1996,2,5,May,5,1996-05-01,1996-04-01,Q2
1996-05-06,1996,2,5,May,6,1996-05-01,1996-04-01,Q2
1996-05-07,1996,2,5,May,7,1996-05-01,1996-04-01,Q2
1996-05-08,1996,2,5,May,8,1996-05-01,1996-04-01,Q2
1996-05-09,1996,2,5,May,9,1996-05-01,1996-04-01,Q2
1996-05-10,1996,2,5,May,10,1996-05-01,1996-04-01,Q2
1996-05-11,1996,2,5,May,11,1996-05-01,1996-04-01,Q2
1996-05-12,1996,2,5,May,12,1996-05-01,1996-04-01,Q2
1996-05-13,1996,2,5,May,13,1996-05-01,1996-04-01,Q2
1996-05-14,1996,2,5,May,14,1996-05-01,1996-04-01,Q2
1996-05-15,1996,2,5,May,15,1996-05-01,1996-04-01,Q2
1996-05-16,1996,2,5,May,16,1996-05-01,1996-04-01,Q2
1996-05-17,1996,2,5,May,17,1996-05-01,1996-04-01,Q2
1996-05-18,1996,2,5,May,18,1996-05-01,1996-04-01,Q2
1996-05-19,1996,2,5,May,19,1996-05-01,1996-04-01,Q2
1996-05-20,1996,2,5,May,20,1996-05-01,1996-04-01,Q2
1996-05-21,1996,2,5,May,21,1996-05-01,1996-04-01,Q2
1996-05-22,1996,2,5,May,22,1996-05-01,1996-04-01,Q2
1996-05-23,1996,2,5,May,23,1996-05-01,1996-04-01,Q2
1996-05-24,1996,2,5,May,24,1996-05-01,1996-04-01,Q2
1996-05-25,1996,2,5,May,25,1996-05-01,1996-04-01,Q2
1996-05-26,1996,2,5,May,26,1996-05-01,1996-04-01,Q2
1996-05-27,1996,2,5,May,27,1996-05-01,1996-04-01,Q2
1996-05-28,1996,2,5,May,28,1996-05-01,1996-04-01,Q2
1996-05-29,1996,2,5,May,29,1996-05-01,1996-04-01,Q2
1996-05-30,1996,2,5,May,30,1996-05-01,1996-04-01,Q2
1996-05-31,1996,2,5,May,31,1996-05-01,1996-04-01,Q2
1996-06-01,1996,2,6,Jun,1,1996-06-01,1996-04-01,Q2
1996-06-02,1996,2,6,Jun,2,1996-06-01,1996-04-01,Q2
1996-06-03,1996,2,6,Jun,3,1996-06-01,1996-04-01,Q2
1996-06-04,1996,2,6,Jun,4,1996-06-01,1996-04-01,Q2
1996-06-05,1996,2,6,Jun,5,1996-06-01,1996-04-01,Q2
1996-06-06,1996,2,6,Jun,6,1996-06-01,1996-04-01,Q2
1996-06-07,1996,2,6,Jun,7,1996-06-01,1996-04-01,Q2
1996-06-08,1996,2,6,Jun,8,1996-06-01,1996-04-01,Q2
1996-06-09,1996,2,6,Jun,9,1996-06-01,1996-04-01,Q2
1996-06-10,1996,2,6,Jun,10,1996-06-01,1996-04-01,Q2
1996-06-11,1996,2,6,Jun,11,1996-06-01,1996-04-01,Q2
1996-06-12,1996,2,6,Jun,12,1996-06-01,1996-04-01,Q2
1996-06-13,1996,2,6,Jun,13,1996-06-01,1996-04-01,Q2
1996-06-14,1996,2,6,Jun,14,1996-06-01,1996-04-01,Q2
1996-06-15,1996,2,6,Jun,15,1996-06-01,1996-04-01,Q2
1996-06-16,1996,2,6,Jun,16,1996-06-01,1996-04-01,Q2
1996-06-17,1996,2,6,Jun,17,1996-06-01,1996-04-01,Q2
1996-06-18,1996,2,6,Jun,18,1996-06-01,1996-04-01,Q2
1996-06-19,1996,2,6,Jun,19,1996-06-01,1996-04-01,Q2
1996-06-20,1996,2,6,Jun,20,1996-06-01,1996-04-01,Q2
1996-06-21,1996,2,6,Jun,21,1996-06-01,1996-04-01,Q2
1996-06-22,1996,2,6,Jun,22,1996-06-01,1996-04-01,Q2
1996-06-23,1996,2,6,Jun,23,1996-06-01,1996-04-01,Q2
1996-06-24,1996,2,6,Jun,24,1996-06-01,1996-04-01,Q2
1996-06-25,1996,2,6,Jun,25,1996-06-01,1996-04-01,Q2
1996-06-26,1996,2,6,Jun,26,1996-06-01,1996-04-01,Q2
1996-06-27,1996,2,6,Jun,27,1996-06-01,1996-04-01,Q2
1996-06-28,1996,2,6,Jun,28,1996-06-01,1996-04-01,Q2
1996-06-29,1996,2,6,Jun,29,1996-06-01,1996-04-01,Q2
1996-06-30,1996,2,6,Jun,30,1996-06-01,1996-04-01,Q2
1996-07-01,1996,3,7,Jul,1,1996-07-01,1996-07-01,Q3
1996-07-02,1996,3,7,Jul,2,1996-07-01,1996-07-01,Q3
1996-07-03,1996,3,7,Jul,3,1996-07-01,1996-07-01,Q3
1996-07-04,1996,3,7,Jul,4,1996-07-01,1996-07-01,Q3
1996-07-05,1996,3,7,Jul,5,1996-07-01,1996-07-01,Q3
1996-07-06,1996,3,7,Jul,6,1996-07-01,1996-07-01,Q3
1996-07-07,1996,3,7,Jul,7,1996-07-01,1996-07-01,Q3
1996-07-08,1996,3,7,Jul,8,1996-07-01,1996-07-01,Q3
1996-07-09,1996,3,7,Jul,9,1996-07-01,1996-07-01,Q3
1996-07-10,1996,3,7,Jul,10,1996-07-01,1996-07-01,Q3
1996-07-11,1996,3,7,Jul,11,1996-07-01,1996-07-01,Q3
1996-07-12,1996,3,7,Jul,12,1996-07-01,1996-07-01,Q3
1996-07-13,1996,3,7,Jul,13,1996-07-01,1996-07-01,Q3
1996-07-14,1996,3,7,Jul,14,1996-07-01,1996-07-01,Q3
1996-07-15,1996,3,7,Jul,15,1996-07-01,1996-07-01,Q3
1996-07-16,1996,3,7,Jul,16,1996-07-01,1996-07-01,Q3
1996-07-17,1996,3,7,Jul,17,1996-07-01,1996-07-01,Q3
1996-07-18,1996,3,7,Jul,18,1996-07-01,1996-07-01,Q3
1996-07-19,1996,3,7,Jul,19,1996-07-01,1996-07-01,Q3
1996-07-20,1996,3,7,Jul,20,1996-07-01,1996-07-01,Q3
1996-07-21,1996,3,7,Jul,21,1996-07-01,1996-07-01,Q3
1996-07-22,1996,3,7,Jul,22,1996-07-01,1996-07-01,Q3
1996-07-23,1996,3,7,Jul,23,1996-07-01,1996-07-01,Q3
1996-07-24,1996,3,7,Jul,24,1996-07-01,1996-07-01,Q3
1996-07-25,1996,3,7,Jul,25,1996-07-01,1996-07-01,Q3
1996-07-26,1996,3,7,Jul,26,1996-07-01,1996-07-01,Q3
1996-07-27,1996,3,7,Jul,27,1996-07-01,1996-07-01,Q3
1996-07-28,1996,3,7,Jul,28,1996-07-01,1996-07-01,Q3
1996-07-29,1996,3,7,Jul,29,1996-07-01,1996-07-01,Q3
1996-07-30,1996,3,7,Jul,30,1996-07-01,1996-07-01,Q3
1996-07-31,1996,3,7,Jul,31,1996-07-01,1996-07-01,Q3
1996-08-01,1996,3,8,Aug,1,1996-08-01,1996-07-01,Q3
1996-08-02,1996,3,8,Aug,2,1996-08-01,1996-07-01,Q3
1996-08-03,1996,3,8,Aug,3,1996-08-01,1996-07-01,Q3
1996-08-04,1996,3,8,Aug,4,1996-08-01,1996-07-01,Q3
1996-08-05,1996,3,8,Aug,5,1996-08-01,1996-07-01,Q3
1996-08-06,1996,3,8,Aug,6,1996-08-01,1996-07-01,Q3
1996-08-07,1996,3,8,Aug,7,1996-08-01,1996-07-01,Q3
1996-08-08,1996,3,8,Aug,8,1996-08-01,1996-07-01,Q3
1996-08-09,1996,3,8,Aug,9,1996-08-01,1996-07-01,Q3
1996-08-10,1996,3,8,Aug,10,1996-08-01,1996-07-01,Q3
1996-08-11,1996,3,8,Aug,11,1996-08-01,1996-07-01,Q3
1996-08-12,1996,3,8,Aug,12,1996-08-01,1996-07-01,Q3
1996-08-13,1996,3,8,Aug,13,1996-08-01,1996-07-01,Q3
1996-08-14,1996,3,8,Aug,14,1996-08-01,1996-07-01,Q3
1996-08-15,1996,3,8,Aug,15,1996-08-01,1996-07-01,Q3
1996-08-16,1996,3,8,Aug,16,1996-08-01,1996-07-01,Q3
1996-08-17,1996,3,8,Aug,17,1996-08-01,1996-07-01,Q3
1996-08-18,1996,3,8,Aug,18,1996-08-01,1996-07-01,Q3
1996-08-19,1996,3,8,Aug,19,1996-08-01,1996-07-01,Q3
1996-08-20,1996,3,8,Aug,20,1996-08-01,1996-07-01,Q3
1996-08-21,1996,3,8,Aug,21,1996-08-01,1996-07-01,Q3
1996-08-22,1996,3,8,Aug,22,1996-08-01,1996-07-01,Q3
1996-08-23,1996,3,8,Aug,23,1996-08-01,1996-07-01,Q3
1996-08-24,1996,3,8,Aug,24,1996-08-01,1996-07-01,Q3
1996-08-25,1996,3,8,Aug,25,1996-08-01,1996-07-01,Q3
1996-08-26,1996,3,8,Aug,26,1996-08-01,1996-07-01,Q3
1996-08-27,1996,3,8,Aug,27,1996-08-01,1996-07-01,Q3
1996-08-28,1996,3,8,Aug,28,1996-08-01,1996-07-01,Q3
1996-08-29,1996,3,8,Aug,29,1996-08-01,1996-07-01,Q3
